شماره کارت,شناسه دستگاه پوز,تاریخ تراکنش,مبلغ تراکنش(ریال),زمان تراکنش
6395990000000911,621400040619,1397/10/04,76640000,190106
6395990000000911,621400040519,1397/10/04,26600000,171754
6395990000000911,621400040519,1397/10/04,26600000,231735
6395990000000911,293800040401,1397/10/04,26600000,231935
6395990000001117,741200040419,1397/10/04,30000000,112034
6395990000001117,741200040119,1397/10/04,35180000,063858
6395990000001117,694900040719,1397/10/04,20180000,043428
6395990000001117,694900040719,1397/10/04,20180000,162930
6395990000001117,621400040619,1397/10/04,79820000,163449
6395990000001117,578500040601,1397/10/04,23360000,043003
6395990000001129,694900040019,1397/10/04,43000000,042717
6395990000001129,578500040901,1397/10/04,20520000,004931
6395990000001129,578500040201,1397/10/04,26600000,151511
6395990000001129,293800040501,1397/10/04,52000000,193754
6395990000001135,741200040119,1397/10/04,52000000,173141
6395990000001135,621400040519,1397/10/04,76640000,101054
6395990000001135,621400040219,1397/10/04,79480000,201722
6395990000001135,578500040901,1397/10/04,11440000,210639
6395990000001135,578500040201,1397/10/04,79480000,070930
6395990000001224,293800040101,1397/10/04,64820000,150639
6395990000001500,578500040801,1397/10/04,26600000,004601
6395990000001500,578500040201,1397/10/04,48000000,041331
6395990000001500,293800040901,1397/10/04,65000000,034359
6395990000001500,293800040001,1397/10/04,40000000,090746
6395990000001642,293800040501,1397/10/04,40000000,024548
6395990000001719,741200040519,1397/10/04,13100000,182355
6395990000001719,741200040219,1397/10/04,73400000,175743
6395990000001719,621400040819,1397/10/04,11440000,112720
6395990000001719,621400040819,1397/10/04,11440000,153414
6395990000001719,293800040501,1397/10/04,26600000,103637
6395990000001776,694900040419,1397/10/04,35180000,024955
6395990000001780,694900040319,1397/10/04,20520000,181743
6395990000001780,578500040301,1397/10/04,20520000,142804
6395990000001780,293800040501,1397/10/04,65000000,023541
6395990000001856,694900040719,1397/10/04,30000000,095706
6395990000001856,578500040101,1397/10/04,76640000,224544
6395990000001856,293800040801,1397/10/04,70000000,153640
6395990000001866,621400040619,1397/10/04,26600000,005614
6395990000001866,621400040619,1397/10/04,26600000,152042
6395990000001866,621400040119,1397/10/04,35180000,024325
6395990000001866,293800040401,1397/10/04,52000000,042616
6395990000001926,741200040119,1397/10/04,60000000,091647
6395990000001926,621400040519,1397/10/04,20520000,234154
6395990000001926,621400040119,1397/10/04,86900000,212736
6395990000001940,741200040319,1397/10/04,40000000,180437
6395990000001940,621400040619,1397/10/04,70000000,063114
6395990000001979,694900040419,1397/10/04,79820000,173306
6395990000001979,694900040219,1397/10/04,30000000,041346
6395990000001979,578500040601,1397/10/04,70000000,051753
6395990000001979,578500040401,1397/10/04,70000000,054153
6395990000001979,578500040401,1397/10/04,70000000,201337
6395990000001991,694900040619,1397/10/04,30000000,061556
6395990000001991,694900040119,1397/10/04,60000000,101733
6395990000001991,621400040019,1397/10/04,60000000,042717
6395990000001991,621400040019,1397/10/04,60000000,100533
6395990000002150,578500041701,1397/10/04,57000000,204419
6395990000002201,694900041319,1397/10/04,23360000,161240
6395990000002201,694900041319,1397/10/04,23360000,183815
6395990000002201,694900041219,1397/10/04,40000000,085207
6395990000002201,578500041001,1397/10/04,23360000,181715
6395990000002227,694900041619,1397/10/04,57000000,075353
6395990000002227,694900041519,1397/10/04,79820000,083804
6395990000002236,694900041619,1397/10/04,35180000,105208
6395990000002236,578500041501,1397/10/04,86900000,143214
6395990000002236,578500041401,1397/10/04,600000,073445
6395990000002236,578500041001,1397/10/04,60000000,154328
6395990000002236,293800041801,1397/10/04,65000000,071727
6395990000002256,694900041119,1397/10/04,70000000,003555
6395990000002355,694900041919,1397/10/04,50000000,172707
6395990000002355,694900041919,1397/10/04,50000000,225729
6395990000002355,578500041601,1397/10/04,23360000,133938
6395990000002355,578500041001,1397/10/04,48000000,212413
6395990000002355,293800041301,1397/10/04,50000000,171707
6395990000002434,621400041719,1397/10/04,35000000,222933
6395990000002571,694900041319,1397/10/04,40000000,171711
6395990000002571,621400041119,1397/10/04,64820000,211927
6395990000002723,741200041419,1397/10/04,30000000,073136
6395990000002723,694900041919,1397/10/04,30000000,091738
6395990000002723,694900041919,1397/10/04,30000000,071736
6395990000002723,621400041519,1397/10/04,43000000,174550
6395990000002723,293800041601,1397/10/04,20180000,033812
6395990000002794,694900041919,1397/10/04,79820000,133050
6395990000002794,578500041301,1397/10/04,79820000,021721
6395990000002794,578500041301,1397/10/04,79820000,131750
6395990000002841,741200041019,1397/10/04,76640000,043038
6395990000002944,694900041119,1397/10/04,76640000,151710
6395990000002944,694900041119,1397/10/04,76640000,231758
6395990000002944,621400041519,1397/10/04,76640000,235758
6395990000002944,293800041001,1397/10/04,79820000,073157
6395990000003303,694900041719,1397/10/04,40000000,181941
6395990000003303,578500041701,1397/10/04,26600000,214350
6395990000003303,578500041201,1397/10/04,43000000,171101
6395990000003303,293800041901,1397/10/04,48000000,230446
6395990000003303,293800041101,1397/10/04,70000000,161521
6395990000003307,694900041119,1397/10/04,40000000,081722
6395990000003307,694900041119,1397/10/04,40000000,131729
6395990000003307,621400041919,1397/10/04,35000000,082556
6395990000003307,578500041401,1397/10/04,60000000,152319
6395990000003307,293800041401,1397/10/04,40000000,080322
6395990000003705,741200041719,1397/10/04,60000000,184606
6395990000003705,741200041219,1397/10/04,35180000,201710
6395990000003705,741200041119,1397/10/04,20520000,181719
6395990000003705,694900041719,1397/10/04,20520000,185719
6395990000003705,694900041719,1397/10/04,20520000,161321
6395990000003870,741200041419,1397/10/04,79820000,010443
6395990000003870,741200041219,1397/10/04,30000000,113809
6395990000003870,621400041219,1397/10/04,20180000,025020
6395990000003870,578500041001,1397/10/04,48000000,092834
6395990000099032,580101004001,1397/10/04,4952200,030901
6395990000099268,959930032819,1397/10/04,4952200,145650
6395990000099580,376980031719,1397/10/04,3675000,184304
6395990000099793,802330024119,1397/10/04,4095000,033238
6395990000099890,210660037019,1397/10/04,3900000,045933
6395990000099898,934660019419,1397/10/04,3900000,052145
6395990000099915,280690017001,1397/10/04,4095000,114211
6395990000100099,946301003201,1397/10/04,3369000,083424
6395990000100267,376940030019,1397/10/04,636000,100946
6395990000100333,376920014719,1397/10/04,5364000,164914
6395990000100398,802390005119,1397/10/04,4563000,091728
6395990000100398,802390005119,1397/10/04,4563000,111704
6395990000100398,210620036119,1397/10/04,4563000,111504
6395990000100436,210690010819,1397/10/04,3900000,190210
6395990000100615,959930014519,1397/10/04,8708000,225025
6395990000100699,377050019319,1397/10/04,2000000,003140
6395990000100699,377050019319,1397/10/04,2000000,114331
6395990000100740,043360007219,1397/10/04,4952200,233834
6395990000100879,198690018019,1397/10/04,7504780,052749
6395990000101149,802340032419,1397/10/04,3369000,141956
6395990000101189,376910034219,1397/10/04,2000000,082148
6395990000101189,198690010719,1397/10/04,4952200,142522
6395990000101267,376970017919,1397/10/04,3369000,133201
6395990000101349,379970029419,1397/10/04,4095000,070426
6395990000101363,921010018701,1397/10/04,8000000,175035
6395990000101573,377000024719,1397/10/04,8000000,234255
6395990000101586,748801002119,1397/10/04,5364000,182826
6395990000101634,934680032619,1397/10/04,7504780,033837
6395990000101634,043360013419,1397/10/04,1905000,113547
6395990000101634,043360013419,1397/10/04,1905000,214929
6395990000101844,376970021419,1397/10/04,4952200,000625
6395990000102109,210620000319,1397/10/04,3900000,174502
6395990000102206,379901005119,1397/10/04,7504780,093802
6395990000102218,379920031619,1397/10/04,7504780,055204
6395990000102262,043330013119,1397/10/04,2631000,194504
6395990000102262,043330013119,1397/10/04,2631000,205509
6395990000102441,198601001119,1397/10/04,3900000,065756
6395990000102496,921050018101,1397/10/04,8000000,215233
6395990000102496,377020012819,1397/10/04,636000,063317
6395990000102496,377020012819,1397/10/04,636000,084305
6395990000102504,802390018319,1397/10/04,8708000,085402
6395990000102642,377000024819,1397/10/04,3900000,175145
6395990000102677,043360019819,1397/10/04,3000000,044147
6395990000102707,043380029119,1397/10/04,8708000,115003
6395990000102785,921030016501,1397/10/04,4952200,123534
6395990000102899,210680023219,1397/10/04,8708000,012632
6395990000102919,580101004101,1397/10/04,2325000,151318
6395990000102945,280640037601,1397/10/04,2100000,133347
6395990000102945,210600019119,1397/10/04,4952200,104018
6395990000103159,377020002819,1397/10/04,1437000,220116
6395990000103159,377020002819,1397/10/04,1437000,221716
6395990000103159,210640027919,1397/10/04,1437000,220716
6395990000103159,210600015719,1397/10/04,1437000,021636
6395990000103159,210600015719,1397/10/04,1437000,220101
6395990000103531,280670030101,1397/10/04,3000000,111446
6395990000103598,280620029401,1397/10/04,1905000,191342
6395990000104009,198610025319,1397/10/04,4952200,194128
6395990000104153,934620032219,1397/10/04,3900000,171728
6395990000104153,802390012719,1397/10/04,3900000,203931
6395990000104256,959940005219,1397/10/04,2100000,044915
6395990000104467,802310032719,1397/10/04,2631000,084505
6395990000104513,210680024719,1397/10/04,1437000,091718
6395990000104513,210680024719,1397/10/04,1437000,221711
6395990000104541,934690026319,1397/10/04,7504780,135717
6395990000104702,802310002019,1397/10/04,636000,101959
6395990000105094,280650011001,1397/10/04,2325000,143059
6395990000105094,198660018519,1397/10/04,3675000,205253
6395990000105395,921030033801,1397/10/04,7504780,095309
6395990000105636,802380009319,1397/10/04,4095000,163457
6395990000105854,802340013819,1397/10/04,8708000,181150
6395990000106064,210650039319,1397/10/04,4952200,121942
6395990000106362,959970025919,1397/10/04,3675000,153919
6395990000106417,379901003619,1397/10/04,4563000,013936
6395990000106417,210640000219,1397/10/04,1437000,015919
6395990000106417,043380030619,1397/10/04,8000000,131241
6395990000106468,921050015101,1397/10/04,636000,162801
6395990000106515,280610015201,1397/10/04,3369000,171355
6395990000106699,210630014619,1397/10/04,3675000,031240
6395990000106833,210640015619,1397/10/04,636000,071518
6395990000106934,959950027019,1397/10/04,8708000,133220
6395991000000337,741200040319,1397/10/04,600000,105107
6395991000000337,578500040401,1397/10/04,600000,051723
6395991000000365,578500040901,1397/10/04,35000000,061002
6395991000000471,741200040519,1397/10/04,26600000,102908
6395991000000471,694900040019,1397/10/04,88560000,105153
6395991000000502,293800040001,1397/10/04,50000000,224120
6395991000000841,741200040919,1397/10/04,40000000,124832
6395991000000841,293800040501,1397/10/04,65000000,234811
6395991000000895,694900040719,1397/10/04,35180000,191756
6395991000000895,694900040619,1397/10/04,20180000,203238
6395991000000895,578500040301,1397/10/04,57000000,100920
6395991000000895,293800040001,1397/10/04,35180000,185055
6395991000000895,293800040001,1397/10/04,35180000,192356
6395991000001053,621400040519,1397/10/04,26600000,114915
6395991000001053,293800040801,1397/10/04,88560000,041730
6395991000001229,694900040219,1397/10/04,65000000,171323
6395991000001452,694900040719,1397/10/04,48000000,121327
6395991000001452,621400040419,1397/10/04,76640000,204901
6395991000001452,621400040019,1397/10/04,64820000,075711
6395991000001452,293800040001,1397/10/04,73400000,024918
6395991000001492,741200040219,1397/10/04,79480000,062934
6395991000001492,741200040019,1397/10/04,70000000,175601
6395991000001492,293800040801,1397/10/04,79820000,105948
6395991000001492,293800040401,1397/10/04,76640000,134833
6395991000001691,741200040319,1397/10/04,35180000,214805
6395991000001691,741200040019,1397/10/04,23360000,153153
6395991000001756,694900040619,1397/10/04,88560000,094201
6395991000002074,741200041819,1397/10/04,86900000,172509
6395991000002074,741200041719,1397/10/04,73400000,082645
6395991000002074,621400041519,1397/10/04,79820000,040541
6395991000002074,621400041519,1397/10/04,23360000,000621
6395991000002185,694900041719,1397/10/04,64820000,210332
6395991000002185,578500041601,1397/10/04,20180000,190339
6395991000002185,578500041301,1397/10/04,43000000,095248
6395991000002185,578500041201,1397/10/04,30000000,214937
6395991000002359,694900041119,1397/10/04,43000000,000629
6395991000002359,621400041119,1397/10/04,20180000,052347
6395991000002359,621400041119,1397/10/04,20180000,193318
6395991000002359,578500041201,1397/10/04,50000000,020454
6395991000002359,293800041901,1397/10/04,70000000,030453
6395991000002511,694900041619,1397/10/04,65000000,085640
6395991000002511,293800041801,1397/10/04,50000000,004533
6395991000002572,741200041819,1397/10/04,13100000,162021
6395991000002572,741200041819,1397/10/04,35180000,133445
6395991000002572,741200041819,1397/10/04,35180000,164410
6395991000002572,741200041019,1397/10/04,35180000,161710
6395991000002572,293800041601,1397/10/04,79820000,220850
6395991000002711,694900041919,1397/10/04,40000000,164554
6395991000002711,694900041819,1397/10/04,40000000,021723
6395991000002711,694900041819,1397/10/04,40000000,161754
6395991000002996,694900041819,1397/10/04,23360000,063357
6395991000002996,621400041119,1397/10/04,65000000,144207
6395991000002996,621400041019,1397/10/04,26600000,161734
6395991000002996,578500041001,1397/10/04,26600000,015425
6395991000002996,578500041001,1397/10/04,26600000,161334
6395991000003091,741200041819,1397/10/04,600000,193120
6395991000003091,741200041619,1397/10/04,57000000,221715
6395991000003091,741200041619,1397/10/04,57000000,021701
6395991000003091,741200041419,1397/10/04,57000000,021901
6395991000003091,621400041619,1397/10/04,50000000,023757
6395991000003227,741200041719,1397/10/04,30000000,074528
6395991000003227,694900041319,1397/10/04,30000000,021754
6395991000003227,694900041319,1397/10/04,30000000,071728
6395991000003227,293800041601,1397/10/04,70000000,085457
6395991000003346,621400041919,1397/10/04,35000000,192834
6395991000003346,578500041401,1397/10/04,40000000,221929
6395991000003346,578500041001,1397/10/04,35000000,121736
6395991000003346,293800041001,1397/10/04,52000000,194013
6395991000003440,694900041019,1397/10/04,73400000,123134
6395991000003440,621400041919,1397/10/04,48000000,040632
6395991000003440,621400041819,1397/10/04,57000000,022004
6395991000003440,621400041519,1397/10/04,30000000,191813
6395991000003451,694900041819,1397/10/04,43000000,103220
6395991000003451,293800041901,1397/10/04,30000000,021814
6395991000003451,293800041901,1397/10/04,30000000,191943
6395991000003451,293800041001,1397/10/04,40000000,193247
6395991000003544,741200041619,1397/10/04,30000000,011913
6395991000003544,741200041519,1397/10/04,52000000,182523
6395991000003582,694900041719,1397/10/04,20180000,155353
6395991000003582,694900041319,1397/10/04,57000000,100854
6395991000003582,694900041119,1397/10/04,60000000,080133
6395991000003582,621400041619,1397/10/04,52000000,093433
6395991000003773,578500041301,1397/10/04,26600000,131442
6395991000003773,293800041401,1397/10/04,79480000,065849
6395992000000033,578500040601,1397/10/04,70000000,151525
6395992000000033,578500040601,1397/10/04,70000000,233416
6395992000000033,293800040501,1397/10/04,70000000,231716
6395992000000297,694900040919,1397/10/04,57000000,100813
6395992000000297,621400040719,1397/10/04,35180000,084040
6395992000000297,578500040901,1397/10/04,79820000,213156
6395992000000297,578500040401,1397/10/04,60000000,034411
6395992000000358,694900040119,1397/10/04,48000000,190754
6395992000000358,621400040519,1397/10/04,79480000,114725
6395992000000358,578500040601,1397/10/04,20520000,045642
6395992000000358,578500040301,1397/10/04,35000000,141840
6395992000000369,694900040119,1397/10/04,11440000,094719
6395992000000369,694900040119,1397/10/04,11440000,132132
6395992000000448,741200040819,1397/10/04,30000000,002755
6395992000000448,621400040019,1397/10/04,65000000,113339
6395992000000448,293800040901,1397/10/04,20520000,121852
6395992000000448,293800040701,1397/10/04,20520000,031718
6395992000000448,293800040701,1397/10/04,20520000,121752
6395992000000742,741200040519,1397/10/04,76640000,080832
6395992000000742,694900040119,1397/10/04,20520000,195022
6395992000000742,694900040119,1397/10/04,26600000,000135
6395992000000742,578500040801,1397/10/04,30000000,011039
6395992000001248,621400040619,1397/10/04,64820000,161125
6395992000001248,578500040201,1397/10/04,20180000,174959
6395992000001248,293800040701,1397/10/04,48000000,084923
6395992000001248,293800040101,1397/10/04,79480000,111836
6395992000001403,694900040719,1397/10/04,35180000,134716
6395992000001403,694900040219,1397/10/04,40000000,001945
6395992000001403,694900040219,1397/10/04,40000000,142420
6395992000001403,621400040519,1397/10/04,40000000,141720
6395992000001403,293800040701,1397/10/04,57000000,211318
6395992000001491,741200040519,1397/10/04,20180000,185521
6395992000001491,621400040719,1397/10/04,26600000,085456
6395992000001491,621400040619,1397/10/04,35180000,061723
6395992000001491,621400040619,1397/10/04,35180000,151729
6395992000001491,293800040701,1397/10/04,52000000,153124
6395992000001491,293800040401,1397/10/04,35180000,062323
6395992000001605,741200040119,1397/10/04,50000000,232723
6395992000001605,694900040319,1397/10/04,88560000,073236
6395992000001605,578500040901,1397/10/04,20520000,084630
6395992000001605,578500040901,1397/10/04,43000000,040323
6395992000001605,578500040601,1397/10/04,73400000,140306
6395992000001646,694900040919,1397/10/04,20520000,082805
6395992000001646,621400040119,1397/10/04,86900000,234856
6395992000001662,694900040119,1397/10/04,57000000,101722
6395992000001662,694900040119,1397/10/04,57000000,111752
6395992000001662,694900040019,1397/10/04,79480000,225246
6395992000001662,621400040019,1397/10/04,57000000,100522
6395992000001662,578500040101,1397/10/04,35180000,033106
6395992000002241,694900041619,1397/10/04,35000000,034118
6395992000002241,694900041619,1397/10/04,35000000,184725
6395992000002241,694900041519,1397/10/04,35000000,181725
6395992000002241,694900041319,1397/10/04,30000000,134615
6395992000002241,621400041319,1397/10/04,79480000,080230
6395992000002294,694900041219,1397/10/04,35000000,192509
6395992000002295,741200041219,1397/10/04,43000000,190332
6395992000002295,694900041619,1397/10/04,48000000,214151
6395992000002295,621400041619,1397/10/04,23360000,195939
6395992000002295,578500041601,1397/10/04,79480000,182448
6395992000002295,293800041901,1397/10/04,50000000,223123
6395992000002414,578500041801,1397/10/04,20520000,071540
6395992000002428,621400041619,1397/10/04,79820000,091911
6395992000002428,621400041119,1397/10/04,88560000,211242
6395992000002428,293800041601,1397/10/04,65000000,164945
6395992000002428,293800041301,1397/10/04,40000000,111347
6395992000002678,741200041819,1397/10/04,52000000,073921
6395992000002678,694900041519,1397/10/04,65000000,083628
6395992000002678,694900041519,1397/10/04,73400000,183510
6395992000002678,694900041319,1397/10/04,30000000,090530
6395992000002697,741200041619,1397/10/04,43000000,135936
6395992000002697,694900041319,1397/10/04,50000000,010840
6395992000002697,694900041119,1397/10/04,20520000,182127
6395992000002697,578500041401,1397/10/04,48000000,032706
6395992000002727,741200041219,1397/10/04,79480000,025552
6395992000002727,621400041519,1397/10/04,79480000,161731
6395992000002727,621400041519,1397/10/04,79480000,021752
6395992000002727,621400041219,1397/10/04,50000000,171302
6395992000002727,293800041801,1397/10/04,20180000,085532
6395992000002804,694900041919,1397/10/04,26600000,102550
6395992000002804,694900041919,1397/10/04,64820000,220237
6395992000002804,578500041101,1397/10/04,73400000,183517
6395992000002804,293800041901,1397/10/04,65000000,112441
6395992000002918,694900041119,1397/10/04,60000000,144224
6395992000002918,578500041101,1397/10/04,30000000,145330
6395992000002922,741200041819,1397/10/04,60000000,205824
6395992000002922,621400041319,1397/10/04,64820000,082007
6395992000002922,578500041901,1397/10/04,20180000,204425
6395992000002922,578500041101,1397/10/04,43000000,035758
6395992000002994,621400041019,1397/10/04,35180000,193058
6395992000003120,578500041501,1397/10/04,65000000,183347
6395992000003120,293800041901,1397/10/04,20520000,181704
6395992000003120,293800041801,1397/10/04,48000000,053904
6395992000003230,694900041719,1397/10/04,48000000,185138
6395992000003230,621400041519,1397/10/04,35180000,175224
6395992000003230,578500041401,1397/10/04,79480000,064027
6395992000003405,741200041619,1397/10/04,11440000,180103
6395992000003405,694900041719,1397/10/04,30000000,091412
6395992000003405,578500041801,1397/10/04,600000,123643
6395992000003405,293800041101,1397/10/04,43000000,024741
6395992000003430,293800041701,1397/10/04,30000000,202051
6395992000003736,621400041219,1397/10/04,65000000,093310
6395992000003861,694900041819,1397/10/04,60000000,031725
6395992000003861,694900041819,1397/10/04,60000000,061710
6395992000003861,694900041619,1397/10/04,70000000,175639
6395992000003861,293800041301,1397/10/04,60000000,063710
6395992000003867,694900041619,1397/10/04,43000000,021732
6395992000003867,694900041319,1397/10/04,30000000,163903
6395992000003867,293800041901,1397/10/04,43000000,023732
6395992000003867,293800041901,1397/10/04,43000000,033913
6395992000003867,293800041401,1397/10/04,23360000,043738
6395993000000039,741200040719,1397/10/04,30000000,125342
6395993000000039,741200040019,1397/10/04,79480000,093514
6395993000000039,293800040701,1397/10/04,73400000,211045
6395993000000929,293800040801,1397/10/04,35000000,151043
6395993000000933,741200040419,1397/10/04,13100000,051432
6395993000000933,741200040119,1397/10/04,76640000,021545
6395993000000933,741200040119,1397/10/04,86900000,151715
6395993000000933,578500040901,1397/10/04,70000000,225317
6395993000000933,293800040401,1397/10/04,600000,092857
6395993000000957,293800040101,1397/10/04,600000,123719
6395993000001020,741200040119,1397/10/04,40000000,204134
6395993000001020,694900040919,1397/10/04,70000000,183545
6395993000001020,621400040019,1397/10/04,64820000,143049
6395993000001047,694900040219,1397/10/04,30000000,161613
6395993000001047,621400040919,1397/10/04,43000000,101708
6395993000001047,621400040719,1397/10/04,43000000,104308
6395993000001047,621400040719,1397/10/04,43000000,043514
6395993000001047,293800040101,1397/10/04,50000000,131447
6395993000001212,741200040419,1397/10/04,43000000,012348
6395993000001212,741200040319,1397/10/04,26600000,153852
6395993000001212,694900040919,1397/10/04,52000000,072645
6395993000001212,578500040401,1397/10/04,13100000,032250
6395993000001218,694900040919,1397/10/04,20180000,011742
6395993000001218,694900040919,1397/10/04,20180000,091742
6395993000001218,293800040601,1397/10/04,20180000,091942
6395993000001218,293800040201,1397/10/04,30000000,172630
6395993000001285,741200040619,1397/10/04,57000000,084506
6395993000001285,694900040619,1397/10/04,40000000,051715
6395993000001285,694900040619,1397/10/04,40000000,211717
6395993000001285,694900040219,1397/10/04,40000000,215517
6395993000001453,741200040819,1397/10/04,23360000,070120
6395993000001453,741200040419,1397/10/04,57000000,032410
6395993000001453,741200040019,1397/10/04,79820000,154001
6395993000001453,578500040801,1397/10/04,79480000,165625
6395993000001523,694900040619,1397/10/04,600000,221713
6395993000001523,578500040901,1397/10/04,64820000,102634
6395993000001523,578500040901,1397/10/04,23360000,043134
6395993000001523,578500040201,1397/10/04,600000,072630
6395993000001523,578500040201,1397/10/04,600000,220113
6395993000001552,741200040519,1397/10/04,48000000,154844
6395993000001552,578500040301,1397/10/04,60000000,001926
6395993000001552,293800040101,1397/10/04,48000000,021748
6395993000001571,621400040519,1397/10/04,79480000,111358
6395993000001571,578500040801,1397/10/04,11440000,232847
6395993000001789,741200040819,1397/10/04,79480000,050927
6395993000001789,578500040601,1397/10/04,48000000,001256
6395993000001789,293800040801,1397/10/04,79820000,090733
6395993000001931,621400040419,1397/10/04,86900000,170818
6395993000001931,578500040401,1397/10/04,48000000,044841
6395993000001931,578500040401,1397/10/04,48000000,062843
6395993000001931,293800040101,1397/10/04,79480000,203053
6395993000002192,741200041419,1397/10/04,70000000,070903
6395993000002192,621400041819,1397/10/04,43000000,105329
6395993000002500,741200041419,1397/10/04,43000000,052129
6395993000002500,621400041019,1397/10/04,23360000,175556
6395993000002500,578500041001,1397/10/04,600000,232210
6395993000002500,293800041001,1397/10/04,43000000,121708
6395993000002500,293800041001,1397/10/04,43000000,051729
6395993000002549,621400041519,1397/10/04,23360000,102538
6395993000002549,621400041019,1397/10/04,88560000,025908
6395993000002549,578500041501,1397/10/04,65000000,121557
6395993000003235,741200041119,1397/10/04,35180000,070904
6395993000003235,694900041619,1397/10/04,73400000,192816
6395993000003235,621400041919,1397/10/04,60000000,085955
6395993000003235,578500041601,1397/10/04,88560000,235304
6395993000003286,694900041919,1397/10/04,60000000,011759
6395993000003286,694900041819,1397/10/04,40000000,151910
6395993000003286,694900041719,1397/10/04,70000000,091930
6395993000003286,578500041201,1397/10/04,60000000,160450
6395993000003286,578500041201,1397/10/04,60000000,010459
6395993000003842,741200041719,1397/10/04,64820000,175047
6395993000003842,741200041119,1397/10/04,11440000,205842
6395993000003842,578500041801,1397/10/04,43000000,170604
6395993000003842,578500041001,1397/10/04,79480000,041743
6395993000003842,293800041601,1397/10/04,50000000,164559
6395993000003958,578500041201,1397/10/04,79820000,022949
6395994000000077,741200040119,1397/10/04,79480000,151736
6395994000000077,293800040701,1397/10/04,79480000,154336
6395994000000077,293800040701,1397/10/04,79480000,111251
6395994000000161,741200040519,1397/10/04,48000000,195645
6395994000000205,578500040601,1397/10/04,35000000,164146
6395994000000205,293800040801,1397/10/04,43000000,012607
6395994000000205,293800040501,1397/10/04,600000,181732
6395994000000205,293800040401,1397/10/04,35000000,111712
6395994000000205,293800040401,1397/10/04,35000000,161746
6395994000000222,578500040101,1397/10/04,60000000,102216
6395994000000283,694900040919,1397/10/04,65000000,024636
6395994000000283,621400040819,1397/10/04,88560000,151325
6395994000000283,621400040219,1397/10/04,43000000,165405
6395994000000283,578500040001,1397/10/04,88560000,151725
6395994000000283,578500040001,1397/10/04,88560000,181752
6395994000000397,578500040801,1397/10/04,30000000,181715
6395994000000397,578500040801,1397/10/04,30000000,221701
6395994000000397,578500040601,1397/10/04,76640000,020538
6395994000000397,293800040801,1397/10/04,13100000,123925
6395994000000397,293800040701,1397/10/04,48000000,154238
6395994000000397,293800040301,1397/10/04,30000000,225101
6395994000000430,694900040919,1397/10/04,88560000,154515
6395994000000430,694900040719,1397/10/04,20180000,205813
6395994000000430,621400040119,1397/10/04,70000000,012234
6395994000000430,293800040901,1397/10/04,600000,045811
6395994000000456,621400040619,1397/10/04,43000000,020829
6395994000000459,694900040919,1397/10/04,79820000,183651
6395994000000520,293800040801,1397/10/04,70000000,190452
6395994000000581,694900040419,1397/10/04,48000000,121855
6395994000000581,621400040119,1397/10/04,65000000,044030
6395994000000581,621400040119,1397/10/04,65000000,212804
6395994000000581,293800040901,1397/10/04,65000000,041730
6395994000000581,293800040401,1397/10/04,64820000,055013
6395994000000593,741200040519,1397/10/04,79820000,052152
6395994000000593,578500040601,1397/10/04,50000000,032829
6395994000000670,694900040619,1397/10/04,79480000,131927
6395994000000670,293800040001,1397/10/04,600000,023546
6395994000000715,694900040419,1397/10/04,20520000,081813
6395994000000715,578500040601,1397/10/04,43000000,091719
6395994000000715,578500040601,1397/10/04,43000000,101744
6395994000000715,578500040401,1397/10/04,48000000,231225
6395994000000715,578500040301,1397/10/04,43000000,095919
6395994000000747,741200040319,1397/10/04,23360000,043233
6395994000000747,694900040619,1397/10/04,43000000,021705
6395994000000747,694900040619,1397/10/04,43000000,031722
6395994000000747,621400040019,1397/10/04,43000000,030322
6395994000001106,694900040619,1397/10/04,11440000,072214
6395994000001106,694900040219,1397/10/04,23360000,213650
6395994000001106,578500040701,1397/10/04,40000000,095927
6395994000001106,578500040601,1397/10/04,23360000,021730
6395994000001106,578500040601,1397/10/04,23360000,211750
6395994000001186,741200040719,1397/10/04,52000000,201743
6395994000001186,578500040301,1397/10/04,52000000,180744
6395994000001186,578500040301,1397/10/04,52000000,200343
6395994000001601,741200040119,1397/10/04,35180000,061750
6395994000001601,694900040219,1397/10/04,35180000,091845
6395994000001606,578500040001,1397/10/04,86900000,014546
6395994000001606,293800040801,1397/10/04,60000000,193727
6395994000001606,293800040501,1397/10/04,73400000,164106
6395994000001829,694900040319,1397/10/04,73400000,063230
6395994000001897,694900040119,1397/10/04,86900000,222433
6395994000001897,578500040201,1397/10/04,30000000,044239
6395994000001943,621400040219,1397/10/04,86900000,185027
6395994000002165,578500041701,1397/10/04,23360000,210108
6395994000002165,578500041401,1397/10/04,35000000,125548
6395994000002228,621400041219,1397/10/04,30000000,180947
6395994000002232,694900041319,1397/10/04,65000000,111316
6395994000002232,621400041619,1397/10/04,65000000,111716
6395994000002232,621400041619,1397/10/04,65000000,011749
6395994000002232,621400041519,1397/10/04,73400000,043141
6395994000002260,694900041719,1397/10/04,64820000,131619
6395994000002494,741200041819,1397/10/04,65000000,100326
6395994000002494,694900041919,1397/10/04,79820000,111720
6395994000002494,694900041919,1397/10/04,79820000,231714
6395994000002494,621400041119,1397/10/04,57000000,123109
6395994000002494,621400041019,1397/10/04,40000000,101817
6395994000002618,741200041419,1397/10/04,76640000,191717
6395994000002618,741200041419,1397/10/04,76640000,231750
6395994000002618,694900041619,1397/10/04,76640000,192517
