شماره کارت,شناسه دستگاه ATM,زمان,تاریخ
6221066000002612,387811,214527,1397/10/08
5057850000004039,387811,215732,1397/10/08
5029380000004078,387811,220256,1397/10/08
6037707000002603,387811,221321,1397/10/08
6395996000002648,387811,023022,1397/10/08
6362140000004185,387811,230843,1397/10/08
6393469000002763,387811,233058,1397/10/08
6362140000004185,387811,033024,1397/10/08
6037995000003562,387811,034636,1397/10/08
6362140000004005,387811,044824,1397/10/08
5892100000106418,387811,045611,1397/10/08
6104335000002171,387811,051901,1397/10/08
6037998000000547,387811,062039,1397/10/08
6219868000002757,387811,064910,1397/10/08
6037693000003660,387811,075712,1397/10/08
6280238000003688,387811,081647,1397/10/08
6362140000104074,387811,092043,1397/10/08
6063730000103277,387811,093225,1397/10/08
6104331000003345,387811,095522,1397/10/08
6104330000002992,387908,105441,1397/10/09
6280234000002754,387908,111658,1397/10/09
5028069000003883,387908,011451,1397/10/09
6280234000000338,387908,121621,1397/10/09
6219860000105277,387908,123749,1397/10/09
6219860000099182,387908,133543,1397/10/09
5057850000004122,387908,134508,1397/10/09
6221063000000970,387908,141040,1397/10/09
5028060000001967,387908,151509,1397/10/09
6369490000004061,387908,153329,1397/10/09
5028067000000195,387908,162422,1397/10/09
6396070000102146,387908,164631,1397/10/09
6274120000004144,387908,173622,1397/10/09
6279610000101465,387908,174055,1397/10/09
6393466000003475,387908,175748,1397/10/09
6037696000002423,387908,190539,1397/10/09
6219864000001703,387908,192638,1397/10/09
6037696000002544,387908,202625,1397/10/09
5028061000001455,387908,204658,1397/10/09
6221063000002638,387908,021226,1397/10/09
6280233000002928,387908,214527,1397/10/09
5057850000004145,387908,215732,1397/10/09
5892100000103770,387908,220356,1397/10/09
6104337000002563,387908,221321,1397/10/09
5029380000004160,387908,023023,1397/10/09
6369490000004049,387908,230843,1397/10/09
5028065000002976,387908,233111,1397/10/09
6369490000004044,387908,033024,1397/10/09
6219860000003177,387908,034636,1397/10/09
6362140000004104,387908,044824,1397/10/09
6037706000001292,387908,045611,1397/10/09
6221066000001373,387908,051901,1397/10/09
6219866000003190,387908,062039,1397/10/09
6221062000002237,387908,064910,1397/10/09
6037699000001460,387908,075712,1397/10/09
6362140000004040,387908,081647,1397/10/09
6369490000004090,387908,092043,1397/10/09
6104332000000871,387908,093225,1397/10/09
6219868000002735,387908,095522,1397/10/09
6104333000001050,388005,105441,1397/10/10
6369490000004170,388005,111658,1397/10/10
5057850000004083,388005,011451,1397/10/10
6369490000004161,388005,121621,1397/10/10
6221069000002460,388005,123749,1397/10/10
6219864000002666,388005,133543,1397/10/10
5057850000104103,388005,134508,1397/10/10
6274120000106011,388005,141040,1397/10/10
5028061000001317,388005,151509,1397/10/10
6395991000003451,388005,153329,1397/10/10
5029380000004003,388005,162422,1397/10/10
5028067000001821,388005,164649,1397/10/10
6362140000004124,388005,173622,1397/10/10
6362140000004171,388005,174055,1397/10/10
5029380000004078,388005,175805,1397/10/10
6037700000106791,388005,190539,1397/10/10
6273810000104521,388005,192638,1397/10/10
6037700000106791,388005,202625,1397/10/10
5029380000004192,388005,204658,1397/10/10
6274880000100704,388005,021226,1397/10/10
6369490000004156,388005,214527,1397/10/10
6037693000002654,388005,215732,1397/10/10
6037705000002174,388005,220456,1397/10/10
6221068000002524,388005,221321,1397/10/10
5892104000003989,388005,023023,1397/10/10
6395991000000502,388005,230843,1397/10/10
5028069000003980,388005,233111,1397/10/10
6395990000106900,388005,033024,1397/10/10
6219864000001286,388005,034636,1397/10/10
6393464000001981,388005,044824,1397/10/10
6104336000003503,388005,045611,1397/10/10
6280233000001296,388005,051901,1397/10/10
6274120000004162,388005,062039,1397/10/10
6274120000099934,388005,064910,1397/10/10
6037999000002639,388005,075712,1397/10/10
6393460000102380,388005,081647,1397/10/10
6395992000003405,388005,092043,1397/10/10
6219869000001735,388005,093225,1397/10/10
6221062000002237,388005,095522,1397/10/10
6221060000099925,388102,105441,1397/10/01
5028060000101299,388102,111817,1397/10/01
5057850000004179,388102,011451,1397/10/01
5028060000100679,388102,121632,1397/10/01
6274120000004027,388102,123749,1397/10/01
6273810000105541,388102,133543,1397/10/01
6037697000002145,388102,134508,1397/10/01
6279610000106454,388102,141040,1397/10/01
5029380000004188,388102,151509,1397/10/01
6395997000002401,388102,153329,1397/10/01
5057850000004111,388102,162422,1397/10/01
5029380000004019,388102,164649,1397/10/01
6393700000105769,388102,173622,1397/10/01
6369490000004031,388102,174055,1397/10/01
5892100000103654,388102,175805,1397/10/01
6104330000002991,388102,190539,1397/10/01
6274120000004101,388102,192638,1397/10/01
6104330000002992,388102,202625,1397/10/01
5041726000000689,388102,204658,1397/10/01
6280230000002778,388102,021226,1397/10/01
5029380000004127,388102,214542,1397/10/01
6037699000000411,388102,215732,1397/10/01
6104336000002178,388102,220556,1397/10/01
6280236000002905,388102,221321,1397/10/01
6037709000001262,388102,023023,1397/10/01
6395997000000432,388102,230843,1397/10/01
5057850000004086,388102,233111,1397/10/01
6395997000000120,388102,033024,1397/10/01
6273810000104014,388102,034636,1397/10/01
6393700000099727,388102,044824,1397/10/01
6221067000003050,388102,045611,1397/10/01
6369490000004135,388102,051901,1397/10/01
6362140000004152,388102,062039,1397/10/01
6279610000099864,388102,064910,1397/10/01
6104331000002897,388102,075712,1397/10/01
6393467000000147,388102,081647,1397/10/01
6395998000003144,388102,092043,1397/10/01
6221063000000132,388102,093225,1397/10/01
6274120000099912,388102,095522,1397/10/01
6221064000000071,388199,105441,1397/10/01
5028062000000975,388199,111817,1397/10/01
6037695000001966,388199,011451,1397/10/01
5028062000000618,388199,121632,1397/10/01
6280238000001125,388199,123749,1397/10/01
6274120000004112,388199,133543,1397/10/01
6037702000002077,388199,134508,1397/10/01
6362140000004190,388199,141040,1397/10/01
5041726000000441,388199,151509,1397/10/01
5028067000000597,388199,153337,1397/10/01
5057850000103084,388199,162422,1397/10/01
5057850000004123,388199,164649,1397/10/01
5028060000099276,388199,173636,1397/10/01
6395990000103531,388199,174055,1397/10/01
6037705000002059,388199,175805,1397/10/01
6104333000001006,388199,190539,1397/10/01
6281570000106776,388199,192638,1397/10/01
6104333000001050,388199,202625,1397/10/01
5892106000002909,388199,204658,1397/10/01
6362140000099324,388199,021226,1397/10/01
5892103000001482,388199,214542,1397/10/01
6037999000000892,388199,215732,1397/10/01
6221067000001612,388199,220656,1397/10/01
6369490000101393,388199,221321,1397/10/01
6221069000002356,388199,023023,1397/10/01
5028060000001664,388199,230848,1397/10/01
5057850000004179,388199,233111,1397/10/01
5028067000003344,388199,033026,1397/10/01
6274120000004101,388199,034636,1397/10/01
5029380000004052,388199,044923,1397/10/01
6280235000001173,388199,045611,1397/10/01
5028067000003656,388199,052000,1397/10/01
6395990000001135,388199,062039,1397/10/01
6362140000004165,388199,064910,1397/10/01
6219868000000915,388199,075712,1397/10/01
5029380000004106,388199,081733,1397/10/01
5028066000000820,388199,092109,1397/10/01
6274120000103076,388199,093225,1397/10/01
6279610000099801,388199,095522,1397/10/01
6274880000104216,388296,105441,1397/10/02
5029380000103462,388296,111817,1397/10/02
6037700000100773,388296,011451,1397/10/02
5029380000102217,388296,121632,1397/10/02
6362140000004022,388296,123749,1397/10/02
6362140000004002,388296,133543,1397/10/02
6104330000102377,388296,134508,1397/10/02
6369490000004060,388296,141040,1397/10/02
5892106000002078,388296,151509,1397/10/02
5029380000004006,388296,153337,1397/10/02
6037697000001463,388296,162422,1397/10/02
5057850000105705,388296,164649,1397/10/02
5028061000003332,388296,173636,1397/10/02
6395996000002177,388296,174055,1397/10/02
6104336000002178,388296,175805,1397/10/02
6221060000099586,388296,190539,1397/10/02
6362140000004098,388296,192638,1397/10/02
6221060000099740,388296,202625,1397/10/02
6037690000002686,388296,204658,1397/10/02
6369490000004068,388296,021226,1397/10/02
6037708000000833,388296,214542,1397/10/02
6104331000002322,388296,215732,1397/10/02
6280234000003023,388296,220756,1397/10/02
5028067000000195,388296,221338,1397/10/02
6393460000003985,388296,023023,1397/10/02
5028061000000662,388296,230848,1397/10/02
6037695000002141,388296,233111,1397/10/02
5029380000004025,388296,033026,1397/10/02
6281570000106373,388296,034636,1397/10/02
5058010000106487,388296,044923,1397/10/02
6369490000004181,388296,045611,1397/10/02
5029380000004025,388296,052000,1397/10/02
5028066000002080,388296,062058,1397/10/02
6369490000004026,388296,064910,1397/10/02
6221062000000945,388296,075712,1397/10/02
5892101000003058,388296,081733,1397/10/02
5029080000101561,388296,092109,1397/10/02
6279610000103392,388296,093225,1397/10/02
6362140000004165,388296,095522,1397/10/02
6280230000100641,388393,105441,1397/10/03
5054160000102745,388393,111817,1397/10/03
6104330000000069,388393,011451,1397/10/03
5054160000101886,388393,121632,1397/10/03
6393460000099229,388393,123749,1397/10/03
6362140000004103,388393,133543,1397/10/03
6104334000000506,388393,134508,1397/10/03
6395991000002074,388393,141040,1397/10/03
6037690000002169,388393,151509,1397/10/03
5057850000004122,388393,153337,1397/10/03
6037702000001288,388393,162422,1397/10/03
6037697000003730,388393,164649,1397/10/03
5029380000004199,388393,173636,1397/10/03
5029380000004052,388393,174057,1397/10/03
6221067000001418,388393,175805,1397/10/03
6221064000000021,388393,190539,1397/10/03
6393463000003845,388393,192638,1397/10/03
6221064000000071,388393,202625,1397/10/03
6037990000003611,388393,204658,1397/10/03
6395992000000358,388393,021226,1397/10/03
6104337000003796,388393,214542,1397/10/03
6219867000003686,388393,215732,1397/10/03
6369490000004170,388393,220856,1397/10/03
5029380000004006,388393,221338,1397/10/03
5028060000001664,388393,023041,1397/10/03
5029380000004186,388393,230848,1397/10/03
6037700000101258,388393,233111,1397/10/03
5057850000004129,388393,033026,1397/10/03
6362140000004098,388393,034636,1397/10/03
6037704000001744,388393,044923,1397/10/03
5028060000001967,388393,045644,1397/10/03
5057850000004129,388393,052000,1397/10/03
5029080000104581,388393,062058,1397/10/03
6395990000101759,388393,064910,1397/10/03
6274120000004187,388393,075712,1397/10/03
6037706000003960,388393,081733,1397/10/03
5057850000004093,388393,092109,1397/10/03
6362140000004177,388393,093225,1397/10/03
6369490000004026,388393,095522,1397/10/03
6362140000103445,388490,105441,1397/10/11
5892109000000632,388490,111817,1397/10/11
6104332000002378,388490,011451,1397/10/11
5892108000003901,388490,121632,1397/10/11
6393465000003348,388490,123749,1397/10/11
6393464000000555,388490,133543,1397/10/11
6221060000106539,388490,134508,1397/10/11
6395997000001312,388490,141040,1397/10/11
6037990000002692,388490,151509,1397/10/11
5057850000104021,388490,153337,1397/10/11
6104330000100985,388490,162422,1397/10/11
6037702000003533,388490,164649,1397/10/11
5041729000002652,388490,173636,1397/10/11
5058010000106598,388490,174057,1397/10/11
6280234000003001,388490,175805,1397/10/11
6274880000104195,388490,190539,1397/10/11
6393470000105181,388490,192638,1397/10/11
6274880000104195,388490,202625,1397/10/04
6037993000003698,388490,204658,1397/10/04
6395997000002904,388490,021226,1397/10/04
6221068000003887,388490,214542,1397/10/04
6221062000000036,388490,215732,1397/10/04
5028060000000317,388490,220956,1397/10/04
5057850000004111,388490,221338,1397/10/04
5028061000000662,388490,023041,1397/10/04
5041725000001815,388490,230848,1397/10/04
6104330000000196,388490,233111,1397/10/04
5058010000100304,388490,033026,1397/10/04
6393463000003421,388490,034636,1397/10/04
6104335000002171,388490,044923,1397/10/04
5028061000001376,388490,045644,1397/10/04
5058010000100319,388490,052000,1397/10/04
5057850000004095,388490,062058,1397/10/04
6395996000001349,388490,064910,1397/10/04
6277600000106089,388490,075712,1397/10/04
6104337000000808,388490,081733,1397/10/04
5057850000004189,388490,092109,1397/10/04
6369490000004044,388490,093225,1397/10/04
6395990000101634,388490,095522,1397/10/04
6369490000004090,388587,105441,1397/10/03
6037690000106295,388587,111817,1397/10/03
6221060000001825,388587,011451,1397/10/03
6037690000105421,388587,121632,1397/10/03
5028060000101481,388587,123820,1397/10/03
6393470000106719,388587,133543,1397/10/03
6221064000003285,388587,134508,1397/10/03
5029380000004148,388587,141123,1397/10/03
6037993000002646,388587,151509,1397/10/03
6037697000002145,388587,153337,1397/10/03
6104334000000155,388587,162422,1397/10/03
6104330000103935,388587,164649,1397/10/03
5892108000001727,388587,173636,1397/10/03
6037704000001753,388587,174057,1397/10/03
6369490000004170,388587,175805,1397/10/03
6280230000100377,388587,190539,1397/10/03
5029380000004052,388587,192844,1397/10/03
6280230000100443,388587,202625,1397/10/05
6104339000000858,388587,204658,1397/10/05
5028066000001339,388587,021250,1397/10/05
6280237000000186,388587,214542,1397/10/05
6274120000004180,388587,215732,1397/10/05
5028060000105589,388587,221056,1397/10/05
5057850000103161,388587,221338,1397/10/05
5029380000004186,388587,023041,1397/10/05
5892106000001871,388587,230848,1397/10/05
6104332000002788,388587,233111,1397/10/05
6037698000001297,388587,033026,1397/10/05
6393470000104692,388587,034636,1397/10/05
6221066000001373,388587,044923,1397/10/05
5029380000004188,388587,045644,1397/10/05
6037698000001495,388587,052000,1397/10/05
5057850000004198,388587,062058,1397/10/05
5028060000100220,388587,065004,1397/10/05
6362140000004159,388587,075712,1397/10/05
6221068000001193,388587,081733,1397/10/05
6037696000001086,388587,092109,1397/10/05
6395990000105992,388587,093225,1397/10/05
6395996000001349,388587,095522,1397/10/05
6395992000002922,388684,105441,1397/10/06
6037991000000460,388684,111817,1397/10/06
6221063000001859,388684,011451,1397/10/06
6037990000106264,388684,121632,1397/10/06
5028062000001304,388684,123820,1397/10/06
5029380000004080,388684,133626,1397/10/06
6276480000103127,388684,134508,1397/10/06
5892104000002427,388684,141123,1397/10/06
6104339000000712,388684,151509,1397/10/06
6037702000002077,388684,153337,1397/10/06
6221060000105593,388684,162422,1397/10/06
6104334000001541,388684,164649,1397/10/06
6037690000101695,388684,173636,1397/10/06
6104335000002224,388684,174057,1397/10/06
5029380000004088,388684,175812,1397/10/06
6362140000103377,388684,190539,1397/10/06
5058010000105839,388684,192844,1397/10/06
6362140000103386,388684,202625,1397/10/06
6219861000003294,388684,204658,1397/10/06
5029080000102363,388684,021250,1397/10/06
6369490000104336,388684,214542,1397/10/06
6277600000104715,388684,215732,1397/10/06
5029380000004072,388684,221156,1397/10/06
6037697000001488,388684,221338,1397/10/06
5041725000001815,388684,023041,1397/10/06
6037690000001171,388684,230848,1397/10/06
6221060000001916,388684,233111,1397/10/06
6037703000000914,388684,033026,1397/10/06
5028067000000133,388684,034643,1397/10/06
6280233000001296,388684,044923,1397/10/06
5041726000000614,388684,045644,1397/10/06
6037703000000980,388684,052000,1397/10/06
6037696000002779,388684,062058,1397/10/06
5028062000000300,388684,065004,1397/10/06
6369490000004023,388684,075712,1397/10/06
6280236000000245,388684,081733,1397/10/06
6037700000104186,388684,092109,1397/10/06
6395996000003246,388684,093225,1397/10/06
5028063000000912,388684,095524,1397/10/06
6395998000002388,388781,105441,1397/10/07
6037995000003236,388781,111817,1397/10/07
6274120000106876,388781,011451,1397/10/07
6037995000002044,388781,121632,1397/10/07
5029380000104418,388781,123820,1397/10/07
5892100000104972,388781,133626,1397/10/07
6280230000106355,388781,134508,1397/10/07
6037709000000821,388781,141123,1397/10/07
6219861000002810,388781,151509,1397/10/07
6104330000102303,388781,153337,1397/10/07
6221064000002790,388781,162422,1397/10/07
6221061000000729,388781,164649,1397/10/07
6037990000103094,388781,173636,1397/10/07
6221066000001373,388781,174057,1397/10/07
5892101000000323,388781,175812,1397/10/07
6369490000004076,388781,190539,1397/10/07
6037704000001355,388781,192844,1397/10/07
6369490000004090,388781,202625,1397/10/07
6273530000103228,388781,204658,1397/10/07
5057850000004093,388781,021250,1397/10/07
5029380000004143,388781,214607,1397/10/07
6362140000004158,388781,215732,1397/10/07
5029380000004163,388781,221256,1397/10/07
6037702000001636,388781,221338,1397/10/07
5892106000001871,388781,023041,1397/10/07
6037990000000926,388781,230848,1397/10/07
6221063000002158,388781,233111,1397/10/07
6104330000106322,388781,033026,1397/10/07
5029380000004003,388781,034643,1397/10/07
6369490000004135,388781,044923,1397/10/07
5892106000002117,388781,045644,1397/10/07
6104330000106361,388781,052000,1397/10/07
6037701000001892,388781,062058,1397/10/07
5029380000100872,388781,065004,1397/10/07
6395990000100253,388781,075712,1397/10/07
6369490000004191,388781,081733,1397/10/07
6104330000001869,388781,092109,1397/10/07
5028065000000825,388781,093252,1397/10/07
5057850000004024,388781,095524,1397/10/07
5028064000001112,388878,105457,1397/10/08
6219860000001934,388878,111817,1397/10/08
6280230000000955,388878,011451,1397/10/08
6219860000001009,388878,121632,1397/10/08
5054160000103837,388878,123820,1397/10/08
6037705000003665,388878,133626,1397/10/08
6367950000101276,388878,134508,1397/10/08
6104338000001620,388878,141123,1397/10/08
6273530000102049,388878,151509,1397/10/08
6104334000000385,388878,153337,1397/10/08
6276480000101741,388878,162422,1397/10/08
6221065000000274,388878,164649,1397/10/08
6037994000003195,388878,173636,1397/10/08
6280233000001480,388878,174057,1397/10/08
6037706000001751,388878,175812,1397/10/08
6395992000002918,388878,190539,1397/10/08
6104335000001647,388878,192844,1397/10/08
6395992000002922,388878,202625,1397/10/08
6274120000004048,388878,204658,1397/10/08
5057850000004193,388878,021250,1397/10/08
5892104000000669,388878,214607,1397/10/08
6369490000004011,388878,215732,1397/10/08
6104330000101141,388878,221338,1397/10/08
5041722000003918,388878,221356,1397/10/08
6037690000000963,388878,023041,1397/10/08
6037993000001544,388878,230848,1397/10/08
6274880000099257,388878,233111,1397/10/08
6104334000003376,388878,033026,1397/10/08
5057850000004111,388878,034643,1397/10/08
5029380000004106,388878,044941,1397/10/08
6037690000002296,388878,045644,1397/10/08
6104334000003436,388878,052000,1397/10/08
6104330000003473,388878,062058,1397/10/08
5054160000100649,388878,065004,1397/10/08
6395995000003678,388878,075712,1397/10/08
5028060000001473,388878,081928,1397/10/08
6104332000003946,388878,092109,1397/10/08
5028069000001163,388878,093252,1397/10/08
6037692000000651,388878,095524,1397/10/08
5057850000004037,388975,105457,1397/10/09
6219864000000949,388975,111817,1397/10/09
6362140000004196,388975,011451,1397/10/09
6219863000003873,388975,121632,1397/10/09
5892109000001694,388975,123820,1397/10/09
6104336000003070,388975,133626,1397/10/09
6369490000004114,388975,134508,1397/10/09
6221069000002095,388975,141123,1397/10/09
6274120000004046,388975,151509,1397/10/09
6221060000106521,388975,153337,1397/10/09
6280230000105135,388975,162422,1397/10/09
6276480000104646,388975,164649,1397/10/09
6104339000003289,388975,173636,1397/10/09
6369490000004135,388975,174057,1397/10/09
6104336000003922,388975,175812,1397/10/09
6395998000002388,388975,190539,1397/10/09
6221066000000928,388975,192844,1397/10/09
6395998000002388,388975,202625,1397/10/09
6280239000001276,388975,204658,1397/10/09
6037696000001715,388975,021250,1397/10/09
6037708000003752,388975,214607,1397/10/09
6395990000003705,388975,215732,1397/10/09
6104334000000187,388975,221338,1397/10/09
5892100000101078,388975,221456,1397/10/09
6037990000000926,388975,023041,1397/10/09
6104339000000277,388975,230848,1397/10/09
6280230000001726,388975,233111,1397/10/09
6221061000001597,388975,033026,1397/10/09
5057850000102733,388975,034643,1397/10/09
5892101000003301,388975,044941,1397/10/09
6037990000002823,388975,045644,1397/10/09
6221061000001619,388975,052000,1397/10/09
6104333000001315,388975,062058,1397/10/09
5892108000003092,388975,065004,1397/10/09
5028060000103946,388975,075715,1397/10/09
5028061000000291,388975,081928,1397/10/09
6221060000002988,388975,092109,1397/10/09
5057850000004065,388975,093252,1397/10/09
6037997000001766,388975,095524,1397/10/09
6037693000001329,389072,105457,1397/10/10
6273810000103290,389072,111817,1397/10/10
6369490000004061,389072,011451,1397/10/10
6273810000102563,389072,121632,1397/10/10
6037691000000318,389072,123820,1397/10/10
6221067000002302,389072,133626,1397/10/10
6395994000000397,389072,134508,1397/10/10
6280238000000180,389072,141123,1397/10/10
6280239000001087,389072,151509,1397/10/10
6221064000003285,389072,153337,1397/10/10
6367950000100194,389072,162422,1397/10/10
6280231000000795,389072,164649,1397/10/10
6219863000000393,389072,173636,1397/10/10
5029380000004143,389072,174125,1397/10/10
6221067000003561,389072,175812,1397/10/10
5028060000103710,389072,190709,1397/10/10
6280233000000668,389072,192844,1397/10/10
5029380000004127,389072,202630,1397/10/10
6362140000004058,389072,204658,1397/10/10
6037700000105420,389072,021250,1397/10/10
6104338000000966,389072,214607,1397/10/10
6395995000002959,389072,215732,1397/10/10
6221060000105718,389072,221338,1397/10/10
5892105000000642,389072,221556,1397/10/10
6037993000001544,389072,023041,1397/10/10
6219861000002527,389072,230848,1397/10/10
6362140000004196,389072,233111,1397/10/10
6221065000002451,389072,033026,1397/10/10
6037697000001213,389072,034643,1397/10/10
6037707000000286,389072,044941,1397/10/10
6037993000002743,389072,045644,1397/10/10
6221065000002451,389072,052000,1397/10/10
6221060000100401,389072,062058,1397/10/10
6037690000104245,389072,065004,1397/10/10
5028062000003540,389072,075715,1397/10/10
5029380000004186,389072,081928,1397/10/10
6221063000003080,389072,092109,1397/10/10
5057850000004157,389072,093252,1397/10/10
6219866000000342,389072,095524,1397/10/10
6037998000002327,389169,105457,1397/10/01
6274120000004096,389169,111817,1397/10/01
6395991000003091,389169,011451,1397/10/01
6274120000004096,389169,121632,1397/10/01
6037991000001073,389169,123820,1397/10/01
6280235000000435,389169,133626,1397/10/01
6395999000003862,389169,134508,1397/10/01
6393460000003171,389169,141123,1397/10/01
6362140000004057,389169,151509,1397/10/01
6276480000103125,389169,153337,1397/10/01
6369490000004109,389169,162422,1397/10/01
6367950000102627,389169,164649,1397/10/01
6273810000099299,389169,173636,1397/10/01
5892104000000292,389169,174125,1397/10/01
6280235000002164,389169,175812,1397/10/01
5028062000003501,389169,190709,1397/10/01
6369490000004135,389169,192844,1397/10/01
5892103000001561,389169,202630,1397/10/01
6393460000105906,389169,204658,1397/10/01
6104330000002279,389169,021250,1397/10/01
6221069000001336,389169,214607,1397/10/01
5028060000001389,389169,215751,1397/10/01
6221064000003079,389169,221338,1397/10/01
5894630000104242,389169,221656,1397/10/01
6104339000000277,389169,023041,1397/10/01
6273530000101024,389169,230848,1397/10/01
6369490000004061,389169,233111,1397/10/01
6276480000106610,389169,033026,1397/10/01
6037702000001264,389169,034643,1397/10/01
6104337000001515,389169,044941,1397/10/01
6104339000000746,389169,045644,1397/10/01
6276480000106834,389169,052000,1397/10/01
6221064000000347,389169,062058,1397/10/01
6037990000105174,389169,065004,1397/10/01
5041721000003479,389169,075715,1397/10/01
5041724000003591,389169,081928,1397/10/01
6274880000101955,389169,092109,1397/10/01
6037694000002089,389169,093252,1397/10/01
6274120000004144,389169,095524,1397/10/01
6219867000002123,389266,105457,1397/10/02
6281570000105165,389266,111817,1397/10/02
6395997000002212,389266,011451,1397/10/02
6281570000104445,389266,121632,1397/10/02
6037995000003984,389266,123820,1397/10/02
6369490000004176,389266,133626,1397/10/02
5028060000000026,389266,134521,1397/10/02
5029380000004088,389266,141209,1397/10/02
6393460000104934,389266,151509,1397/10/02
6280230000106230,389266,153337,1397/10/02
6395993000003842,389266,162422,1397/10/02
6369490000004118,389266,164649,1397/10/02
6274120000004064,389266,173636,1397/10/02
6037708000003569,389266,174125,1397/10/02
6369490000004181,389266,175812,1397/10/02
5041721000001876,389266,190709,1397/10/02
5028068000001187,389266,192902,1397/10/02
6037708000001148,389266,202630,1397/10/02
6393468000002008,389266,204658,1397/10/02
6104333000000535,389266,021250,1397/10/02
6280237000003237,389266,214607,1397/10/02
5028061000000248,389266,215751,1397/10/02
6276480000102166,389266,221338,1397/10/02
6037705000000309,389266,221756,1397/10/02
6219861000002527,389266,023041,1397/10/02
6274120000004046,389266,230848,1397/10/02
6395991000003440,389266,233111,1397/10/02
6280231000003449,389266,033026,1397/10/02
6104330000100825,389266,034643,1397/10/02
6221068000001282,389266,044941,1397/10/02
6219861000002948,389266,045644,1397/10/02
6280231000003449,389266,052000,1397/10/02
6274880000104788,389266,062058,1397/10/02
6037995000000571,389266,065004,1397/10/02
5057850000004012,389266,075715,1397/10/02
5892106000000373,389266,081928,1397/10/02
6280230000003292,389266,092109,1397/10/02
6037699000003797,389266,093252,1397/10/02
6362140000004124,389266,095524,1397/10/02
6274120000004175,389363,105457,1397/10/03
6362140000004092,389363,111817,1397/10/03
5028067000003017,389363,011509,1397/10/03
6362140000004087,389363,121632,1397/10/03
6219860000003312,389363,123820,1397/10/03
5029380000004110,389363,133713,1397/10/03
5892105000000176,389363,134521,1397/10/03
5892101000000323,389363,141209,1397/10/03
6393468000001183,389363,151509,1397/10/03
6367950000101273,389363,153337,1397/10/03
6395999000003454,389363,162422,1397/10/03
6395994000001186,389363,164649,1397/10/03
6281570000101552,389363,173636,1397/10/03
6104338000000966,389363,174125,1397/10/03
5028060000001104,389363,175819,1397/10/03
5057850000004012,389363,190709,1397/10/03
5029380000004042,389363,192902,1397/10/03
6104337000003796,389363,202630,1397/10/03
5029380000004072,389363,204727,1397/10/03
6221060000003833,389363,021250,1397/10/03
6393460000001119,389363,214607,1397/10/03
5029380000004182,389363,215751,1397/10/03
6280230000105446,389363,221338,1397/10/03
6037709000001874,389363,221856,1397/10/03
6273530000100995,389363,023041,1397/10/03
6280239000000396,389363,230848,1397/10/03
6395997000002401,389363,233111,1397/10/03
6367950000105412,389363,033026,1397/10/03
6104334000000151,389363,034643,1397/10/03
6280236000000927,389363,044941,1397/10/03
6273530000102573,389363,045644,1397/10/03
6367950000105766,389363,052000,1397/10/03
6280230000101064,389363,062058,1397/10/03
6104339000003793,389363,065004,1397/10/03
5894630000101772,389363,075715,1397/10/03
6037690000000813,389363,081928,1397/10/03
6362140000101120,389363,092109,1397/10/03
6063730000101418,389363,093252,1397/10/03
6393700000105116,389363,095524,1397/10/03
6362140000004154,389460,105457,1397/10/11
6393463000001937,389460,111817,1397/10/11
5029380000004020,389460,011509,1397/10/11
6393463000000665,389460,121632,1397/10/11
6219864000001357,389460,123820,1397/10/11
5892102000002003,389460,133713,1397/10/11
6104338000001837,389460,134521,1397/10/11
6037706000001751,389460,141209,1397/10/11
5029380000004127,389460,151626,1397/10/11
6369490000004114,389460,153337,1397/10/11
5028064000002134,389460,162519,1397/10/11
6396070000100222,389460,164649,1397/10/11
6362140000004067,389460,173636,1397/10/11
6221069000001290,389460,174125,1397/10/11
5028060000106655,389460,175819,1397/10/11
5894630000101403,389460,190709,1397/10/11
5057850000004139,389460,192902,1397/10/11
6221068000003887,389460,202630,1397/10/04
5892100000100717,389460,204727,1397/10/04
6221063000003468,389460,021250,1397/10/04
5028063000003250,389460,214804,1397/10/04
5041724000000755,389460,215751,1397/10/04
6367950000100293,389460,221338,1397/10/04
6037992000002598,389460,221956,1397/10/04
6274120000004046,389460,023041,1397/10/04
6362140000004056,389460,230848,1397/10/04
5028065000002798,389460,233112,1397/10/04
6369490000004131,389460,033026,1397/10/04
6221060000105058,389460,034643,1397/10/04
6369490000004195,389460,044941,1397/10/04
6274120000004048,389460,045644,1397/10/04
6369490000004131,389460,052000,1397/10/04
6362140000104017,389460,062058,1397/10/04
6219863000002954,389460,065004,1397/10/04
6037691000003553,389460,075715,1397/10/04
6037990000000312,389460,081928,1397/10/04
6369490000004074,389460,092109,1397/10/04
6104332000000482,389460,093252,1397/10/04
5029380000004072,389460,095534,1397/10/04
6395990000002256,389557,105457,1397/10/03
6393470000103833,389557,111817,1397/10/03
5057850000004129,389557,011509,1397/10/03
6393470000102651,389557,121632,1397/10/03
6273810000104462,389557,123820,1397/10/03
6037707000001689,389557,133713,1397/10/03
6280238000000602,389557,134521,1397/10/03
6104336000003922,389557,141209,1397/10/03
5892103000001482,389557,151626,1397/10/03
6395994000000397,389557,153337,1397/10/03
5028068000002459,389557,162519,1397/10/03
5028060000001473,389557,164654,1397/10/03
6393462000000498,389557,173636,1397/10/03
6280237000003224,389557,174125,1397/10/03
5029380000004174,389557,175819,1397/10/03
6037691000003322,389557,190709,1397/10/03
